"","date","cycle","amount","recipcode","occupation","employer","orgname","contribid"
"294","05/31/2001",2002,1000,"DW","","BANK OF AMERICA","Bank of America","d0000857523 "
"295","06/21/2002",2002,1000,"DI","","GOLDMAN SACHS","Goldman Sachs","f1000364336 "
"296","05/16/2002",2002,1000,"RW","","MERRILL LYNCH","Merrill Lynch","f0000032868 "
"297","12/20/2001",2002,1000,"DL","","GOLDMAN SACHS","Goldman Sachs","a0000959198 "
"298","12/11/2001",2002,1000,"DW","","BANK OF AMERICA","Bank of America","a0001159372 "
"299","06/21/2002",2002,1000,"DI","","GOLDMAN SACHS","Goldman Sachs","f1000364336 "
"300","02/16/2001",2002,1000,"DW","","MORGAN STANLEY","Morgan Stanley","g1100474398 "
"301","01/31/2002",2002,1000,"RI","","GOLDMAN SACHS","Goldman Sachs","a0001676091 "
"302","05/28/2002",2002,1000,"DN","","MORGAN STANLEY","Morgan Stanley","c0030119203 "
"303","02/23/2001",2002,1000,"DW","","MERRILL LYNCH","Merrill Lynch","g1100482310 "
"304","04/11/2002",2002,1000,"DI","","MORGAN STANLEY","Morgan Stanley","f1000165748 "
"305","09/05/2001",2002,1000,"DP","","GOLDMAN SACHS","Goldman Sachs","e1110041062 "
"306","04/11/2002",2002,1000,"DI","","MORGAN STANLEY","Morgan Stanley","f1000165748 "
"307","08/17/2002",2002,1000,"DL","","GOLDMAN SACHS","Goldman Sachs","c0040177782 "
"308","08/29/2002",2002,1000,"RL","","MERRILL LYNCH","Merrill Lynch","g1100432358 "
"309","12/11/2001",2002,1000,"DW","","BANK OF AMERICA","Bank of America","d1005254400 "
"310","09/25/2002",2002,1000,"RW","","REGIONS BANK","Regions Financial","f0000060255 "
"311","11/08/2001",2002,500,"PB","","FIRST BANK","","a0000503729 "
"312","04/12/2002",2002,400,"PB","","REGIONS BANK","","f1000281244 "
"313","09/24/2002",2002,2000,"PI","","BANK OF AMERICA","","g1100837376 "
"314","04/06/2001",2002,1000,"PI","","MERRILL LYNCH","","g1100404296 "
"315","01/03/2002",2002,500,"PI","","MORGAN STANLEY","","g1100714510 "
"316","06/11/2002",2002,5000,"PI","","GOLDMAN SACHS","","U0000003561A"
"317","11/25/2002",2002,1000,"PI","","BANK OF AMERICA","","d0000717215 "
"318","06/30/2001",2002,1000,"PI","","MORGAN STANLEY","","g1106243653 "
"319","10/15/2002",2002,1000,"DL","","FIRST BANK","First Bank","a00011797851"
"320","06/30/2001",2002,1000,"DL","","FIRST BANK","First Bank","a00011797851"
"321","09/24/2002",2002,1000,"DP","","GOLDMAN SACHS","Guardsman Elevator","b0060518713 "
"322","12/31/2001",2002,-1000,"RI","","FIRST BANK","First Bank","g1100569467 "
"323","12/18/2001",2002,2000,"RI","","FIRST BANK","First Bank","g1100569467 "
"324","03/21/2002",2002,-1000,"RI","","FIRST BANK","First Bank","g1100569467 "
"325","10/17/2002",2002,200,"RW","","FIRST BANK","First Bank","g1101131032 "
"326","12/31/2001",2002,1000,"RI","","FIRST BANK","First Bank","g1100569467 "
"327","09/23/2002",2002,250,"DL","","FIRST BANK","First Bank","g1100900214 "
"328","03/28/2002",2002,250,"DL","","FIRST BANK","First Bank","g1100748536 "
"329","12/18/2001",2002,250,"RI","","FIRST BANK","First Bank","g1100554776 "
"330","11/27/2001",2002,250,"RL","","WELLS FARGO","Wells Fargo Education Financial Services","d00009143321"
"331","06/27/2001",2002,750,"RW","","REGIONS BANK","Regions Bank","b06085875041"
"332","06/27/2001",2002,250,"RW","","REGIONS BANK","Regions Bank","b06085875041"
"333","04/18/2001",2002,250,"RW","","REGIONS BANK","Regions Bank","b06085875041"
"334","12/29/2001",2002,500,"DL","","PNC BANK","PNC Bank Corp","g1100764342@"
"335","05/18/2002",2002,250,"RL","","WELLS FARGO","Wells Fargo Education Financial Services","d00009143321"
"336","04/20/2001",2002,500,"DW","","REGIONS BANK","Regions Bank","b90601937091"
"337","10/11/2002",2002,250,"DL","","PNC BANK","PNC Bank Corp","g1100764342@"
"338","05/18/2002",2002,750,"RL","","WELLS FARGO","Wells Fargo Education Financial Services","d00009143321"
"339","10/28/2002",2002,500,"RL","","WELLS FARGO","Wells Fargo Education Financial Services","d00009143321"
"340","11/23/2001",2002,200,"DW","","STATE STREET","State Street Bank & Trust","g1101184699 "
"341","08/15/2001",2002,250,"DN","","REGIONS BANK","Regions Bank","b0061096679 "
"342","03/30/2002",2002,500,"DL","","PNC BANK","PNC Bank Corp","g1100687161 "
"343","05/08/2002",2002,250,"DW","","REGIONS BANK","Regions Bank","g1100802590 "
"344","01/31/2002",2002,500,"RW","","JEFFERIES","Jefferies & Co","g1100674174 "
"345","11/22/2002",2002,500,"RL","","REGIONS BANK","Regions Bank","g1100432930 "
"346","10/29/2002",2002,500,"DW","","STATE STREET","State Street Bank & Trust","g1101111900 "
"347","08/23/2002",2002,1000,"DI","","JP MORGAN","JP Morgan H&Q","a0001145039 "
"348","05/25/2001",2002,1000,"RW","","REGIONS BANK","Regions Bank","g11004139571"
"349","04/10/2002",2002,1000,"DI","","JP MORGAN","JP Morgan H&Q","a0001145039 "
"350","03/20/2002",2002,1000,"RW","","REGIONS BANK","Regions Bank","g1100709849 "
"351","02/12/2002",2002,350,"RP","","GOLDMAN SACHS","Goldman Sachs","Y0000025737L"
"352","02/12/2002",2002,350,"RP","","GOLDMAN SACHS","Goldman Sachs","Y0000025737L"
"353","03/15/2002",2002,1000,"DL","","MORGAN STANLEY","Credit Suisse First Boston","U00000003361"
"354","11/27/2001",2002,1000,"DW","","STATE STREET","State Street Bank & Trust","d1006811030 "
"355","04/15/2002",2002,25000,"DP","","GOLDMAN SACHS","Goldman Sachs","U00000000561"
"356","06/27/2001",2002,1000,"RW","","REGIONS BANK","Regions Bank","d0000715447 "
"357","03/29/2001",2002,1000,"RW","","REGIONS BANK","Regions Bank","a0001047677 "
"358","06/27/2001",2002,1000,"RW","","REGIONS BANK","Regions Bank","d0000715447 "
"359","02/01/2001",2002,675,"RP","","MERRILL LYNCH","Merrill Lynch","c0160287490 "
"360","02/20/2002",2002,2000,"DP","","GOLDMAN SACHS","Goldman Sachs","U00000000561"
"361","12/26/2001",2002,2000,"DL","","MORGAN STANLEY","Morgan Stanley","g11003969171"
"362","09/25/2002",2002,10000,"DP","","GOLDMAN SACHS","Goldman Sachs","d10074763801"
"363","09/14/2002",2002,530,"RI","","KEY BANK","KeyCorp","e1110530179@"
"364","11/12/2002",2002,400,"DW","","MORGAN STANLEY","Morgan Stanley","b06085558741"
"365","02/20/2002",2002,2000,"DP","","GOLDMAN SACHS","Goldman Sachs","g11003791041"
"366","02/20/2002",2002,2000,"DP","","GOLDMAN SACHS","Goldman Sachs","U00000002041"
"367","02/20/2002",2002,4000,"DP","","GOLDMAN SACHS","Goldman Sachs","U00000002041"
"368","10/31/2002",2002,490,"RI","","BANK OF AMERICA","Bank of America","g11005559371"
"369","02/21/2002",2002,2000,"DP","","GOLDMAN SACHS","Goldman Sachs","U0000003559A"
"370","07/12/2001",2002,2000,"RW","","WELLS FARGO","Wells Fargo","g11003881611"
"371","07/25/2002",2002,5000,"DP","","MORGAN STANLEY","Morgan Stanley","f0000068317 "
"372","02/20/2002",2002,2000,"DP","","GOLDMAN SACHS","Goldman Sachs","g11003684691"
"373","05/10/2002",2002,5000,"DP","","GOLDMAN SACHS","Goldman Sachs","U00000035611"
"374","01/18/2001",2002,850,"RP","","BANK OF AMERICA","Bank of America","U00000002931"
"375","05/14/2002",2002,400,"DL","","BANK OF AMERICA","Bank of America","d0000857523 "
"376","05/15/2002",2002,2500,"RP","","MORGAN STANLEY","Morgan Stanley","g1100752441 "
"377","09/19/2002",2002,200,"DL","","MORGAN STANLEY","Morgan Stanley","U00000044811"
"378","01/30/2002",2002,5000,"DP","","GOLDMAN SACHS","Goldman Sachs","U00000000561"
"379","03/20/2002",2002,-1000,"RI","","FIRST BANK","FirstBank","U00000043631"
"380","05/23/2001",2002,3000,"RP","","MERRILL LYNCH","Merrill Lynch","f0000121797 "
"381","03/31/2002",2002,15000,"DP","","MORGAN STANLEY","Morgan Stanley","a0001674995 "
"382","02/07/2002",2002,-1000,"DL","","MORGAN STANLEY","Morgan Stanley","g11003969171"
"383","09/04/2002",2002,4000,"DP","","GOLDMAN SACHS","Goldman Sachs","a0000959198 "
"384","10/14/2002",2002,1500,"DP","","GOLDMAN SACHS","Goldman Sachs","d1006646020 "
"385","07/15/2001",2002,-1000,"RW","","WELLS FARGO","Wells Fargo","g11003881611"
"386","03/07/2002",2002,350,"DL","","BANK OF AMERICA","Bank of America","g1100728366 "
"387","06/19/2001",2002,2500,"RP","","MERRILL LYNCH","Merrill Lynch","f00000480421"
"388","05/22/2002",2002,600,"DL","","MERRILL LYNCH","Merrill Lynch","g1100821639 "
"389","02/11/2002",2002,970,"RN","","WELLS FARGO","Wells Fargo","g1100684664 "
"390","03/22/2002",2002,900,"DL","","BANK OF AMERICA","Bank of America","g1100717400 "
"391","06/06/2002",2002,2500,"RP","","MORGAN STANLEY","Morgan Stanley","c01903269741"
"392","09/23/2002",2002,5000,"DP","","GOLDMAN SACHS","Goldman Sachs","U0000003827 "
"393","05/03/2002",2002,900,"DP","","WELLS FARGO","Wells Fargo","e1110787356 "
"394","11/01/2002",2002,50000,"DP","","GOLDMAN SACHS","Goldman Sachs","U0000003827 "
"395","01/11/2001",2002,1550,"RP","","MERRILL LYNCH","Merrill Lynch","g1100351686 "
"396","02/14/2001",2002,1300,"RP","","MERRILL LYNCH","Merrill Lynch","f1000677606 "
"397","05/23/2001",2002,3000,"RP","","MERRILL LYNCH","Merrill Lynch","f0000121797 "
"398","02/28/2002",2002,400,"DL","","MERRILL LYNCH","Bank of America","g1100550924 "
"399","02/20/2002",2002,2000,"DP","","GOLDMAN SACHS","Goldman Sachs","g1100687802 "
"400","02/23/2001",2002,395,"RP","","MORGAN STANLEY","Morgan Stanley","e1110651620 "
"401","05/23/2001",2002,2000,"RP","","MERRILL LYNCH","Merrill Lynch","f0000121797 "
"402","11/20/2001",2002,-1000,"RW","","MERRILL LYNCH","Merrill Lynch","c0110082889 "
"403","08/20/2002",2002,10000,"DP","","GOLDMAN SACHS","Goldman Sachs","b0060079193 "
"404","03/25/2002",2002,400,"DL","","BANK OF AMERICA","Bank of America","g1100728108 "
"405","11/19/2001",2002,2000,"RW","","MERRILL LYNCH","Merrill Lynch","c0110082889 "
"406","12/24/2001",2002,400,"DL","","MERRILL LYNCH","Merrill Lynch","g1100555926 "
"407","04/25/2001",2002,450,"DL","","MORGAN STANLEY","Morgan Stanley","d0000908139 "
"408","02/27/2002",2002,750,"DW","","BANK OF AMERICA","Bank of America","g1100649267 "
"409","11/09/2002",2002,-500,"RL","","MERRILL LYNCH","Merrill Lynch","g1100520201 "
"410","03/31/2002",2002,-500,"RL","","MERRILL LYNCH","Merrill Lynch","g1100520201 "
"411","03/07/2002",2002,750,"DL","","BANK OF AMERICA","Bank of America","g1100736050 "
"412","02/21/2002",2002,400,"DL","","BANK OF AMERICA","Bank of America","g1100749216 "
"413","07/25/2002",2002,5000,"DP","","MORGAN STANLEY","Morgan Stanley","f0000068317 "
"414","08/20/2002",2002,10000,"DP","","GOLDMAN SACHS","Goldman Sachs","a0000952009 "
"415","09/10/2002",2002,2000,"DP","","JP MORGAN","JPMorgan Chase & Co","f0000072486 "
"416","08/15/2001",2002,1500,"RP","","BANK OF AMERICA","Bank of America","f1000665853 "
"417","04/25/2001",2002,327,"RP","","MORGAN STANLEY","Morgan Stanley","g1100358505 "
"418","02/15/2002",2002,300,"RW","","MERRILL LYNCH","Merrill Lynch","f1100287770 "
"419","07/31/2002",2002,-500,"RW","","MERRILL LYNCH","Merrill Lynch","f0000032868 "
"420","06/27/2001",2002,300,"DL","","MERRILL LYNCH","Merrill Lynch","d0000980892 "
"421","08/08/2002",2002,200,"RW","","BANK OF AMERICA","Bank of America","g1100871924 "
"422","12/20/2001",2002,200,"RI","","MERRILL LYNCH","Merrill Lynch","b0060358271 "
"423","02/14/2002",2002,375,"RP","","MORGAN STANLEY","Morgan Stanley","g1100516948 "
"424","09/07/2002",2002,200,"DL","","BANK OF AMERICA","Bank of America","d1006936290 "
"425","04/20/2002",2002,300,"DW","","MERRILL LYNCH","Merrill Lynch","g1100744549 "
"426","09/10/2002",2002,200,"RL","","WELLS FARGO","Wells Fargo","g1100568890 "
"427","10/26/2002",2002,300,"DL","","NORTHERN TRUST","Northern Trust","d0000820944 "
"428","10/18/2002",2002,300,"DL","","MERRILL LYNCH","Merrill Lynch","a0001167398 "
"429","06/18/2001",2002,200,"RW","","MERRILL LYNCH","Merrill Lynch","e1110108321 "
"430","09/23/2001",2002,300,"RW","","MORGAN STANLEY","Morgan Stanley","f1000639030 "
"431","10/14/2002",2002,18000,"DP","","GOLDMAN SACHS","Goldman Sachs","e1110017544 "
"432","08/15/2002",2002,2000,"DP","","MORGAN STANLEY","Morgan Stanley","e1110792808 "
"433","12/04/2001",2002,300,"RW","","WELLS FARGO","Wells Fargo","f1100335460 "
"434","08/31/2001",2002,300,"DL","","BANK OF AMERICA","Bank of America","g1100609177 "
"435","06/17/2002",2002,300,"DW","","BANK OF AMERICA","Bank of America","g1101185786 "
"436","04/18/2002",2002,300,"DL","","BANK OF AMERICA","Bank of America","g1100809541 "
"437","05/10/2002",2002,200,"RL","","MERRILL LYNCH","Merrill Lynch","g1100767766 "
"438","02/22/2002",2002,300,"RP","","MORGAN STANLEY","Morgan Stanley","g1100748309 "
"439","03/27/2002",2002,200,"RW","","MERRILL LYNCH","Merrill Lynch","g1100741238 "
"440","10/26/2001",2002,200,"RW","","MERRILL LYNCH","Merrill Lynch","g1100623646 "
"441","11/14/2002",2002,200,"RL","","MORGAN STANLEY","Morgan Stanley","g1101138482 "
"442","10/22/2002",2002,200,"RW","","MERRILL LYNCH","Merrill Lynch","g1101150940 "
"443","11/26/2001",2002,250,"DW","","MERRILL LYNCH","Merrill Lynch","f1000723312 "
"444","06/22/2002",2002,250,"DL","","MERRILL LYNCH","Merrill Lynch","f1000209532 "
"445","08/30/2002",2002,250,"RW","","BB&T","BB&T Corp","g1100952325 "
"446","08/16/2002",2002,250,"RL","","MERRILL LYNCH","Merrill Lynch","g1100944537 "
"447","11/22/2002",2002,200,"RW","","MERRILL LYNCH","Merrill Lynch","g1101155056 "
"448","08/15/2002",2002,250,"DP","","WELLS FARGO","Wells Fargo","e1110787356 "
"449","03/20/2002",2002,250,"DL","","MERRILL LYNCH","Merrill Lynch","b0060166660 "
"450","12/24/2001",2002,250,"RW","","MORGAN STANLEY","Morgan Stanley","g1100587366 "
"451","01/17/2002",2002,250,"DL","","BB&T","BB&T Corp","g1100732638 "
"452","09/09/2002",2002,250,"DL","","GOLDMAN SACHS","Goldman Sachs","d0000947813 "
"453","08/27/2002",2002,250,"DL","","BANK OF AMERICA","Bank of America","f1000641428 "
"454","11/04/2002",2002,250,"RW","","MERRILL LYNCH","Merrill Lynch","g1101123934 "
"455","01/25/2002",2002,250,"RW","","WELLS FARGO","Wells Fargo","g1100733148 "
"456","05/01/2002",2002,250,"RW","","BB&T","BB&T Corp","g1100787613 "
"457","03/01/2002",2002,250,"DI","","GOLDMAN SACHS","Goldman Sachs","g1100836659 "
"458","11/01/2002",2002,250,"DW","","MORGAN STANLEY","Morgan Stanley","g1100395714 "
"459","12/10/2001",2002,250,"RW","","BB&T","BB&T Corp","g1100601728 "
"460","04/29/2001",2002,250,"RW","","GOLDMAN SACHS","Goldman Sachs","g1100475549 "
"461","06/03/2002",2002,250,"RI","","MERRILL LYNCH","Merrill Lynch","b0608574738 "
"462","03/06/2002",2002,250,"DW","","BANK OF AMERICA","Bank of America","g1100677990 "
"463","03/12/2002",2002,250,"RW","","JP MORGAN","JPMorgan Chase & Co","g1100714337 "
"464","06/18/2002",2002,250,"RW","","BANK OF AMERICA","Bank of America","g1100775753 "
"465","08/23/2002",2002,250,"DL","","BB&T","BB&T Corp","g1100912595 "
"466","03/12/2002",2002,250,"RI","","MORGAN STANLEY","Morgan Stanley","g1100395714 "
"467","02/27/2001",2002,250,"DI","","MERRILL LYNCH","Merrill Lynch","f1000275262 "
"468","01/17/2002",2002,250,"DL","","BB&T","BB&T Corp","g1100730935 "
"469","09/16/2002",2002,250,"RP","","MERRILL LYNCH","Merrill Lynch","g1100917334 "
"470","02/20/2002",2002,250,"DL","","BANK OF AMERICA","Bank of America","g1100745830 "
"471","10/30/2001",2002,250,"RL","","MERRILL LYNCH","Merrill Lynch","d0000953890 "
"472","03/12/2002",2002,250,"DW","","MERRILL LYNCH","Merrill Lynch","g1100684297 "
"473","01/29/2002",2002,250,"DL","","MERRILL LYNCH","Merrill Lynch","f0010635273 "
"474","09/12/2001",2002,250,"DL","","MERRILL LYNCH","Merrill Lynch","g1100602679 "
"475","03/20/2002",2002,250,"DL","","MERRILL LYNCH","Merrill Lynch","g1100717334 "
"476","08/19/2002",2002,250,"DL","","MERRILL LYNCH","Merrill Lynch","g1100929239 "
"477","09/06/2002",2002,250,"DL","","MORGAN STANLEY","Morgan Stanley","g1100927748 "
"478","06/24/2002",2002,250,"DW","","BB&T","BB&T Corp","b0608511685 "
"479","11/26/2001",2002,250,"DP","","MERRILL LYNCH","Merrill Lynch","f1000723312 "
"480","12/30/2002",2002,250,"RI","","BANK OF AMERICA","Bank of America","g1100559680 "
"481","12/17/2002",2002,250,"RI","","BANK OF AMERICA","Bank of America","g1100559680 "
"482","11/01/2002",2002,250,"RP","","MORGAN STANLEY","Morgan Stanley","f1100224155 "
"483","07/22/2002",2002,250,"DL","","MERRILL LYNCH","Merrill Lynch","f0000077703 "
"484","05/15/2001",2002,250,"DW","","MORGAN STANLEY","Morgan Stanley","g1100421949 "
"485","11/01/2002",2002,250,"DL","","WELLS FARGO","Wells Fargo","c0070198944 "
"486","03/28/2002",2002,250,"RP","","MORGAN STANLEY","Morgan Stanley","g1100516948 "
"487","12/04/2001",2002,250,"RW","","WELLS FARGO","Wells Fargo","g1100488541 "
"488","03/19/2002",2002,250,"RW","","MORGAN STANLEY","Morgan Stanley","g0010647033 "
"489","10/23/2002",2002,250,"DW","","MORGAN STANLEY","Morgan Stanley","g1101143185 "
"490","12/06/2001",2002,250,"RW","","MERRILL LYNCH","Merrill Lynch","g1106228961 "
"491","10/29/2002",2002,250,"DW","","MORGAN STANLEY","Morgan Stanley","g1101125867 "
"492","11/01/2002",2002,250,"RP","","MORGAN STANLEY","Morgan Stanley","f1000181795 "
"493","03/18/2002",2002,250,"DW","","BANK OF AMERICA","Bank of America","g1100682615 "
"494","05/18/2002",2002,250,"RL","","WELLS FARGO","Wells Fargo","g1100553216 "
"495","10/31/2002",2002,250,"DW","","MORGAN STANLEY","Morgan Stanley","g1101130103 "
"496","07/09/2002",2002,250,"DW","","BANK OF AMERICA","Bank of America","f1100338679 "
"497","11/02/2001",2002,250,"DW","","NORTHERN TRUST","Northern Trust","g1100596796 "
"498","04/19/2002",2002,250,"RL","","WELLS FARGO","Wells Fargo","g1100730434 "
"499","03/13/2002",2002,250,"RW","","BANK OF AMERICA","Bank of America","g1100616121 "
"500","10/28/2002",2002,250,"DW","","MORGAN STANLEY","Morgan Stanley","f0000144017 "
"501","05/22/2001",2002,250,"DW","","MERRILL LYNCH","Merrill Lynch","f1000723312 "
"502","01/17/2002",2002,250,"RW","","MERRILL LYNCH","Merrill Lynch","g1100396238 "
"503","05/20/2002",2002,250,"RP","","MORGAN STANLEY","Morgan Stanley","f1000241443 "
"504","07/16/2001",2002,250,"DP","","MORGAN STANLEY","Morgan Stanley","f1100306556 "
"505","04/06/2001",2002,250,"DI","","MERRILL LYNCH","Merrill Lynch","c0130261597 "
"506","04/18/2001",2002,250,"DI","","BANK OF AMERICA","Bank of America","g0010647349 "
"507","09/17/2001",2002,250,"RL","","MERRILL LYNCH","Merrill Lynch","g1100609566 "
"508","09/20/2002",2002,250,"RL","","MERRILL LYNCH","Merrill Lynch","g1100929687 "
"509","06/28/2001",2002,250,"RI","","MERRILL LYNCH","Merrill Lynch","g1100449995 "
"510","03/12/2002",2002,250,"RI","","MORGAN STANLEY","Morgan Stanley","b0608588739 "
"511","09/21/2002",2002,250,"RL","","BANK OF AMERICA","Bank of America","g1100940121 "
"512","04/18/2001",2002,250,"DI","","BANK OF AMERICA","Bank of America","g1100457430 "
"513","05/07/2001",2002,250,"DW","","GOLDMAN SACHS","Goldman Sachs","U0000003559A"
"514","05/02/2002",2002,250,"DL","","BANK OF AMERICA","Bank of America","g1100835989 "
"515","10/04/2002",2002,250,"DL","","BANK OF AMERICA","Bank of America","g1100950611 "
"516","03/16/2001",2002,250,"RW","","BANK OF AMERICA","Bank of America","e1110815577 "
"517","05/28/2002",2002,250,"DI","","MORGAN STANLEY","Morgan Stanley","g1100841271@"
"518","09/06/2002",2002,250,"DW","","MORGAN STANLEY","Morgan Stanley","g11009245061"
"519","03/15/2001",2002,250,"RI","","MERRILL LYNCH","Merrill Lynch","g1100432651 "
"520","03/25/2002",2002,250,"RL","","WELLS FARGO","Wells Fargo","g1100730434 "
"521","04/19/2002",2002,250,"RL","","WELLS FARGO","Wells Fargo","g1100762069 "
"522","12/07/2001",2002,250,"RI","","MORGAN STANLEY","Morgan Stanley","g1100617675 "
"523","04/22/2002",2002,250,"DL","","GOLDMAN SACHS","Goldman Sachs","f0000144854 "
"524","03/31/2002",2002,250,"DL","","BANK OF AMERICA","Bank of America","g1100714422 "
"525","07/23/2001",2002,250,"DI","","WELLS FARGO","Wells Fargo","g1100671876 "
"526","11/05/2001",2002,250,"DL","","BANK OF AMERICA","Bank of America","d1006936290 "
"527","03/26/2002",2002,250,"DL","","MORGAN STANLEY","Morgan Stanley","g1100677887 "
"528","11/05/2002",2002,250,"DL","","MERRILL LYNCH","Merrill Lynch","g1101117163 "
"529","11/28/2001",2002,250,"DL","","BANK OF AMERICA","Bank of America","d1006936290 "
"530","11/05/2002",2002,250,"DL","","JP MORGAN","JPMorgan Chase & Co","g1101119598 "
"531","05/30/2002",2002,250,"DL","","WELLS FARGO","Wells Fargo","g1100784266 "
